"pcr","size","sex","index","year","station","julian","latitude","depth","temperature","fourth.root.cpue70","pc1"
0,73,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,75,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,76,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,77,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,78,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,82,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,84,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,85,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,87,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,89,"1","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,44,"2","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,57,"2","6","2015","K-22",188,58.32587,83,1.2,22.8305968942041,-1.29673463500209
0,71.5,"1","6","2015","K-23",189,58.33303,96,0.6,4.62990771221153,-1.04635411182805
0,87.6,"1","6","2015","K-23",189,58.33303,96,0.6,4.62990771221153,-1.04635411182805
0,53,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,55,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,56,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,61,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,62,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,66,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,68,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,69,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,70,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,75,"1","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,44,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,45,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,45,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,46,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,47,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,48,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,48,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,49,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,50,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,50,"2","5","2015","P-23",196,59.97689,67,-0.7,18.8977827988951,0.449993790700016
0,40,"1","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,42,"1","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,42,"1","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,67,"1","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,68,"1","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,74,"1","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,81,"1","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,35,"2","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,35,"2","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,36,"2","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
0,39,"2","5","2015","P-24",196,59.99089,66,-0.8,5.92457099108752,0.485693383464724
1,40,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,41,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,43,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,45,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,46,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,47,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,47,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,48,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,49,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,49,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,49,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,49,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,50,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,50,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,51,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,51,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,52,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,52,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,52,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,54,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,56,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,57,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,57,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,58,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,58,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,60,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,60,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,61,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,62,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,62,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,62,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,63,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,63,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,65,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,65,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,76,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,77,"1","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,43,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,43,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,43,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,43,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,43,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,43,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,43,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,44,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,44,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,44,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,45,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,46,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,46,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,46,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,46,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,47,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,47,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,48,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,48,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,48,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,48,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,49,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,49,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,49,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,49,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
1,50,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,50,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,50,"2","5","2015","PO2423",196,59.83614,75,-1.1,16.4203881199998,0.516150785530845
0,40,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,55,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,60,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,63,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,64,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,66,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,70,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,72,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,73,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,73,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,76,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,76,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,77,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,78,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,81,"1","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,45,"2","5","2015","Q-21",186,60.325,61,-1,33.5114896733181,0.0151839104223698
0,58,"1","5","2015","Q-22",186,60.32636,66,-1.3,18.2405655305739,0.106451910927896
0,58,"1","5","2015","Q-22",186,60.32636,66,-1.3,18.2405655305739,0.106451910927896
0,59,"1","5","2015","Q-22",186,60.32636,66,-1.3,18.2405655305739,0.106451910927896
0,64,"1","5","2015","Q-22",186,60.32636,66,-1.3,18.2405655305739,0.106451910927896
0,67,"1","5","2015","Q-22",186,60.32636,66,-1.3,18.2405655305739,0.106451910927896
0,68,"1","5","2015","Q-22",186,60.32636,66,-1.3,18.2405655305739,0.106451910927896
0,59,"2","5","2015","Q-22",186,60.32636,66,-1.3,18.2405655305739,0.106451910927896
0,59,"2","5","2015","Q-22",186,60.32636,66,-1.3,18.2405655305739,0.106451910927896
0,47,"1","5","2015","Q-23",197,60.32675,59,-0.6,5.54050932966652,0.622146056534724
1,50,"1","5","2015","Q-23",197,60.32675,59,-0.6,5.54050932966652,0.622146056534724
0,55,"1","5","2015","Q-23",197,60.32675,59,-0.6,5.54050932966652,0.622146056534724
0,60,"1","5","2015","Q-23",197,60.32675,59,-0.6,5.54050932966652,0.622146056534724
0,62,"1","5","2015","Q-23",197,60.32675,59,-0.6,5.54050932966652,0.622146056534724
1,62,"1","5","2015","Q-23",197,60.32675,59,-0.6,5.54050932966652,0.622146056534724
0,76,"1","5","2015","Q-23",197,60.32675,59,-0.6,5.54050932966652,0.622146056534724
0,79,"1","5","2015","Q-23",197,60.32675,59,-0.6,5.54050932966652,0.622146056534724
0,41,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,43,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,43,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,45,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,47,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
1,48,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,49,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,52,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,53,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,55,"1","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,41,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,43,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,43,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
1,43,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,44,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,45,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
1,45,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,45,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,48,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
0,50,"2","5","2015","R-22",197,60.66635,63,-1.3,26.5373963221015,0.966155310063964
1,46,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
1,48,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,48,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,50,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,50,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,52,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,53,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,55,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
1,57,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,59,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
1,60,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,60,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,63,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
1,66,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,76,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,82,"1","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,44,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,44,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,45,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,45,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,46,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,46,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,46,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,46,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,47,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
1,48,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,49,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
1,49,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,49,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,49,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,49,"2","5","2015","R-23",197,60.65565,61,-1.2,21.4660093523005,0.93174118892087
0,35,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
1,36,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,36,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,37,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,37,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,38,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,41,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,45,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,45,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,56,"1","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,36,"2","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,36,"2","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,39,"2","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,42,"2","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,42,"2","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
1,43,"2","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,45,"2","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,50,"2","5","2015","S-22",198,60.98895,60,-1,23.7447354209018,1.06719664764198
0,45.4,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
1,53.6,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,55.9,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,56.8,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,59.9,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,60.4,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,61.2,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,61.5,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,62.2,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,62.6,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
1,63.2,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
1,64,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,64.7,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,66.9,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,68.6,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,71.7,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,72,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,75.1,"1","4","2015","T-27",200,61.33236,88,-1.5,11.2682082122006,1.48442784005371
0,60,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,60,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,61,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,62,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
1,62,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,63,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,63,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,63,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,65,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,66,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,68,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,68,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,69,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
1,69,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
1,71,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,72,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,73,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
0,75,"1","4","2015","T-28",201,61.34094,96,-0.6,10.3910366890264,1.2816703536485
